sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group
2451,497,968,97,1,97,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",900,29655,2021-07-07,2021-07-09,2.0,fulan 900,Prefer not to say,22,93 Amy GroveApt. 822,9455,East Emily,Tasmania,Australia,Active,Youth
2452,497,332,109,3,327,Shirt,Mandarin Collar,M,green,108,57,"A green coloured, M sized, Mandarin Collar Shirt",900,29655,2021-07-07,2021-07-09,2.0,fulan 900,Prefer not to say,22,93 Amy GroveApt. 822,9455,East Emily,Tasmania,Australia,Active,Youth
2453,498,323,109,2,218,Shirt,Mandarin Collar,L,orange,108,56,"A orange coloured, L sized, Mandarin Collar Shirt",647,23201,2021-07-15,2021-07-23,8.0,fulan 647,Male,51,118 Levi CrestApt. 495,137,Lake Nicholasfort,Australian Capital Territory,Australia,Active,Adults
2454,498,1042,90,1,90,Trousers,Relaxed Leg,M,indigo,95,45,"A indigo coloured, M sized, Relaxed Leg Trousers",647,23201,2021-07-15,2021-07-23,8.0,fulan 647,Male,51,118 Levi CrestApt. 495,137,Lake Nicholasfort,Australian Capital Territory,Australia,Active,Adults
2455,498,132,92,2,184,Shirt,Denim,M,indigo,115,56,"A indigo coloured, M sized, Denim Shirt",647,23201,2021-07-15,2021-07-23,8.0,fulan 647,Male,51,118 Levi CrestApt. 495,137,Lake Nicholasfort,Australian Capital Territory,Australia,Active,Adults
2456,498,1116,115,1,115,Trousers,Cropped,S,violet,99,66,"A violet coloured, S sized, Cropped Trousers",647,23201,2021-07-15,2021-07-23,8.0,fulan 647,Male,51,118 Levi CrestApt. 495,137,Lake Nicholasfort,Australian Capital Territory,Australia,Active,Adults
2457,499,180,98,1,98,Shirt,Camp Collared,XS,orange,112,52,"A orange coloured, XS sized, Camp Collared Shirt",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2458,499,1022,90,1,90,Trousers,Relaxed Leg,M,orange,95,74,"A orange coloured, M sized, Relaxed Leg Trousers",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2459,499,17,96,2,192,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2460,499,1217,105,3,315,Trousers,Pleated,M,indigo,90,48,"A indigo coloured, M sized, Pleated Trousers",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2461,499,96,118,3,354,Shirt,Flannel,S,indigo,96,74,"A indigo coloured, S sized, Flannel Shirt",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2462,499,1104,115,3,345,Trousers,Cropped,XL,green,99,49,"A green coloured, XL sized, Cropped Trousers",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2463,499,889,94,3,282,Trousers,Cords,XL,yellow,113,65,"A yellow coloured, XL sized, Cords Trousers",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2464,499,132,92,3,276,Shirt,Denim,M,indigo,115,56,"A indigo coloured, M sized, Denim Shirt",690,52749,2021-10-24,2021-10-26,2.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
2465,500,1169,99,1,99,Trousers,High-Waisted,XL,yellow,98,78,"A yellow coloured, XL sized, High-Waisted Trousers",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2466,500,112,92,2,184,Shirt,Denim,M,orange,115,50,"A orange coloured, M sized, Denim Shirt",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2467,500,100,118,2,236,Shirt,Flannel,XS,violet,96,72,"A violet coloured, XS sized, Flannel Shirt",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2468,500,284,105,2,210,Shirt,Cuban Collar,XL,red,93,65,"A red coloured, XL sized, Cuban Collar Shirt",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2469,500,1012,106,2,212,Trousers,Wool,M,violet,111,51,"A violet coloured, M sized, Wool Trousers",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2470,500,965,97,1,97,Trousers,Slim-Fit,XS,blue,119,55,"A blue coloured, XS sized, Slim-Fit Trousers",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2471,500,943,96,1,96,Trousers,Drawstring,L,violet,104,62,"A violet coloured, L sized, Drawstring Trousers",571,41037,2021-01-15,2021-01-24,9.0,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth
2472,501,227,106,1,106,Shirt,Chambray,M,green,105,56,"A green coloured, M sized, Chambray Shirt",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2473,501,1082,93,2,186,Trousers,Joggers,M,violet,94,72,"A violet coloured, M sized, Joggers Trousers",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2474,501,1029,90,2,180,Trousers,Relaxed Leg,XL,yellow,95,54,"A yellow coloured, XL sized, Relaxed Leg Trousers",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2475,501,193,98,1,98,Shirt,Camp Collared,L,green,112,80,"A green coloured, L sized, Camp Collared Shirt",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2476,501,409,119,3,357,Shirt,Casual Slim Fit,XL,blue,113,68,"A blue coloured, XL sized, Casual Slim Fit Shirt",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2477,501,737,109,2,218,Jacket,Peacoat,M,red,102,59,"A red coloured, M sized, Peacoat Jacket",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2478,501,808,117,1,117,Jacket,Shearling,L,red,95,40,"A red coloured, L sized, Shearling Jacket",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2479,501,667,113,1,113,Jacket,Parka,M,red,119,56,"A red coloured, M sized, Parka Jacket",706,41180,2021-02-16,2021-02-25,9.0,fulan 706,Prefer not to say,43,72 Edward ParkwaySuite 980,7201,Lake Aiden,Northern Territory,Australia,Active,Adults
2480,502,254,95,3,285,Shirt,Polo,XL,orange,117,43,"A orange coloured, XL sized, Polo Shirt",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2481,502,978,97,2,194,Trousers,Slim-Fit,L,violet,119,58,"A violet coloured, L sized, Slim-Fit Trousers",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2482,502,1199,105,3,315,Trousers,Pleated,XL,orange,90,69,"A orange coloured, XL sized, Pleated Trousers",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2483,502,1107,115,3,345,Trousers,Cropped,M,blue,99,56,"A blue coloured, M sized, Cropped Trousers",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2484,502,7,96,2,192,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2485,502,720,119,1,119,Jacket,Trench Coat,XS,blue,112,59,"A blue coloured, XS sized, Trench Coat Jacket",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2486,502,396,119,3,357,Shirt,Casual Slim Fit,S,yellow,113,45,"A yellow coloured, S sized, Casual Slim Fit Shirt",485,57115,2021-02-18,2021-03-07,17.0,fulan 485,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia,Active,Adults
2487,503,1073,93,2,186,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2488,503,974,97,1,97,Trousers,Slim-Fit,XL,indigo,119,66,"A indigo coloured, XL sized, Slim-Fit Trousers",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2489,503,526,98,3,294,Jacket,Leather,S,red,113,80,"A red coloured, S sized, Leather Jacket",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2490,503,606,112,2,224,Jacket,Cardigan,S,yellow,118,79,"A yellow coloured, S sized, Cardigan Jacket",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2491,503,336,109,2,218,Shirt,Mandarin Collar,S,blue,108,44,"A blue coloured, S sized, Mandarin Collar Shirt",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2492,503,722,119,2,238,Jacket,Trench Coat,M,blue,112,46,"A blue coloured, M sized, Trench Coat Jacket",937,43249,2021-08-19,2021-09-05,17.0,fulan 937,Male,70,933 Jake CrestSuite 613,1824,Schneiderstad,New South Wales,Australia,Active,Seniors
2493,504,754,109,3,327,Jacket,Peacoat,XL,green,102,68,"A green coloured, XL sized, Peacoat Jacket",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2494,504,425,107,1,107,Jacket,Denim,XS,orange,92,60,"A orange coloured, XS sized, Denim Jacket",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2495,504,1068,93,2,186,Trousers,Joggers,L,green,94,43,"A green coloured, L sized, Joggers Trousers",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2496,504,618,112,3,336,Jacket,Cardigan,L,blue,118,68,"A blue coloured, L sized, Cardigan Jacket",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2497,504,350,94,1,94,Shirt,Henley,XS,red,92,62,"A red coloured, XS sized, Henley Shirt",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2498,504,554,98,1,98,Jacket,Leather,XL,indigo,113,52,"A indigo coloured, XL sized, Leather Jacket",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2499,504,1086,115,3,345,Trousers,Cropped,S,red,99,47,"A red coloured, S sized, Cropped Trousers",192,57782,2021-01-13,2021-02-08,26.0,fulan 192,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,Active,Adults
2500,505,1024,90,3,270,Trousers,Relaxed Leg,XL,orange,95,80,"A orange coloured, XL sized, Relaxed Leg Trousers",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2501,505,210,106,3,318,Shirt,Chambray,XS,red,105,48,"A red coloured, XS sized, Chambray Shirt",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2502,505,1009,106,2,212,Trousers,Wool,XL,indigo,111,51,"A indigo coloured, XL sized, Wool Trousers",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2503,505,485,118,2,236,Jacket,Puffer,XS,violet,110,74,"A violet coloured, XS sized, Puffer Jacket",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2504,505,736,109,1,109,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2505,505,413,119,2,238,Shirt,Casual Slim Fit,L,indigo,113,60,"A indigo coloured, L sized, Casual Slim Fit Shirt",737,37947,2021-08-17,2021-08-27,10.0,fulan 737,Prefer not to say,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,Active,Adults
2506,506,822,117,2,234,Jacket,Shearling,M,green,95,59,"A green coloured, M sized, Shearling Jacket",648,18355,2021-09-11,2021-09-27,16.0,fulan 648,Prefer not to say,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,Active,Adults
2507,506,839,117,2,234,Jacket,Shearling,XL,violet,95,70,"A violet coloured, XL sized, Shearling Jacket",648,18355,2021-09-11,2021-09-27,16.0,fulan 648,Prefer not to say,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,Active,Adults
2508,506,1029,90,2,180,Trousers,Relaxed Leg,XL,yellow,95,54,"A yellow coloured, XL sized, Relaxed Leg Trousers",648,18355,2021-09-11,2021-09-27,16.0,fulan 648,Prefer not to say,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,Active,Adults
2509,506,757,109,2,218,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket",648,18355,2021-09-11,2021-09-27,16.0,fulan 648,Prefer not to say,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,Active,Adults
2510,506,1078,93,3,279,Trousers,Joggers,L,indigo,94,42,"A indigo coloured, L sized, Joggers Trousers",648,18355,2021-09-11,2021-09-27,16.0,fulan 648,Prefer not to say,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,Active,Adults
2511,507,1145,102,1,102,Trousers,Cargo Pants,XS,indigo,106,51,"A indigo coloured, XS sized, Cargo Pants Trousers",58,29761,2021-06-20,2021-07-11,21.0,fulan 58,Prefer not to say,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,Active,Adults
2512,507,310,105,3,315,Shirt,Cuban Collar,XS,violet,93,49,"A violet coloured, XS sized, Cuban Collar Shirt",58,29761,2021-06-20,2021-07-11,21.0,fulan 58,Prefer not to say,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,Active,Adults
2513,507,860,113,2,226,Trousers,Chinos,XS,blue,100,69,"A blue coloured, XS sized, Chinos Trousers",58,29761,2021-06-20,2021-07-11,21.0,fulan 58,Prefer not to say,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,Active,Adults
2514,507,814,117,1,117,Jacket,Shearling,XL,orange,95,60,"A orange coloured, XL sized, Shearling Jacket",58,29761,2021-06-20,2021-07-11,21.0,fulan 58,Prefer not to say,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,Active,Adults
2515,507,504,102,1,102,Jacket,Windbreaker,XL,yellow,109,58,"A yellow coloured, XL sized, Windbreaker Jacket",58,29761,2021-06-20,2021-07-11,21.0,fulan 58,Prefer not to say,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,Active,Adults
2516,508,1047,90,1,90,Trousers,Relaxed Leg,M,violet,95,46,"A violet coloured, M sized, Relaxed Leg Trousers",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2517,508,773,91,2,182,Jacket,Pullover,L,red,114,69,"A red coloured, L sized, Pullover Jacket",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2518,508,400,119,3,357,Shirt,Casual Slim Fit,XS,green,113,69,"A green coloured, XS sized, Casual Slim Fit Shirt",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2519,508,632,93,2,186,Jacket,Coach,M,red,115,76,"A red coloured, M sized, Coach Jacket",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2520,508,1017,90,2,180,Trousers,Relaxed Leg,M,red,95,56,"A red coloured, M sized, Relaxed Leg Trousers",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2521,508,16,96,2,192,Shirt,Oxford Cloth,S,green,114,56,"A green coloured, S sized, Oxford Cloth Shirt",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2522,508,718,119,1,119,Jacket,Trench Coat,L,green,112,73,"A green coloured, L sized, Trench Coat Jacket",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2523,508,24,96,1,96,Shirt,Oxford Cloth,XL,blue,114,60,"A blue coloured, XL sized, Oxford Cloth Shirt",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2524,508,506,102,1,102,Jacket,Windbreaker,S,green,109,65,"A green coloured, S sized, Windbreaker Jacket",834,42640,2021-07-17,2021-08-01,15.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults
2525,509,457,118,2,236,Jacket,Puffer,M,red,110,62,"A red coloured, M sized, Puffer Jacket",676,20368,2021-01-02,2021-01-25,23.0,fulan 676,Prefer not to say,59,140 Jessica BoulevardApt. 214,1938,Kaylafurt,Northern Territory,Australia,Active,Adults
2526,509,126,92,2,184,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",676,20368,2021-01-02,2021-01-25,23.0,fulan 676,Prefer not to say,59,140 Jessica BoulevardApt. 214,1938,Kaylafurt,Northern Territory,Australia,Active,Adults
2527,509,841,113,3,339,Trousers,Chinos,S,red,100,62,"A red coloured, S sized, Chinos Trousers",676,20368,2021-01-02,2021-01-25,23.0,fulan 676,Prefer not to say,59,140 Jessica BoulevardApt. 214,1938,Kaylafurt,Northern Territory,Australia,Active,Adults
2528,509,513,102,3,306,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket",676,20368,2021-01-02,2021-01-25,23.0,fulan 676,Prefer not to say,59,140 Jessica BoulevardApt. 214,1938,Kaylafurt,Northern Territory,Australia,Active,Adults
2529,509,624,112,2,224,Jacket,Cardigan,XL,indigo,118,78,"A indigo coloured, XL sized, Cardigan Jacket",676,20368,2021-01-02,2021-01-25,23.0,fulan 676,Prefer not to say,59,140 Jessica BoulevardApt. 214,1938,Kaylafurt,Northern Territory,Australia,Active,Adults
2530,510,643,93,1,93,Jacket,Coach,L,yellow,115,53,"A yellow coloured, L sized, Coach Jacket",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2531,510,1241,112,3,336,Trousers,Tracksuit Bottoms,S,green,91,72,"A green coloured, S sized, Tracksuit Bottoms Trousers",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2532,510,49,104,1,104,Shirt,Dress,XL,yellow,119,75,"A yellow coloured, XL sized, Dress Shirt",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2533,510,893,94,1,94,Trousers,Cords,L,green,113,62,"A green coloured, L sized, Cords Trousers",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2534,510,1034,90,3,270,Trousers,Relaxed Leg,XL,green,95,64,"A green coloured, XL sized, Relaxed Leg Trousers",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2535,510,1023,90,2,180,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2536,510,1158,99,3,297,Trousers,High-Waisted,L,red,98,52,"A red coloured, L sized, High-Waisted Trousers",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2537,510,413,119,2,238,Shirt,Casual Slim Fit,L,indigo,113,60,"A indigo coloured, L sized, Casual Slim Fit Shirt",125,47242,2021-09-29,2021-10-01,2.0,fulan 125,Prefer not to say,77,617 Scarlett BoulevardApt. 858,8870,Angelinaville,Tasmania,Australia,Active,Seniors
2538,511,608,112,1,112,Jacket,Cardigan,L,yellow,118,50,"A yellow coloured, L sized, Cardigan Jacket",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2539,511,1252,112,2,224,Trousers,Tracksuit Bottoms,M,indigo,91,59,"A indigo coloured, M sized, Tracksuit Bottoms Trousers",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2540,511,147,91,2,182,Shirt,Linen,M,orange,116,42,"A orange coloured, M sized, Linen Shirt",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2541,511,1220,105,3,315,Trousers,Pleated,XS,violet,90,58,"A violet coloured, XS sized, Pleated Trousers",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2542,511,565,100,2,200,Jacket,Bomber,XS,orange,90,80,"A orange coloured, XS sized, Bomber Jacket",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2543,511,758,109,3,327,Jacket,Peacoat,L,blue,102,64,"A blue coloured, L sized, Peacoat Jacket",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2544,511,1094,115,2,230,Trousers,Cropped,XL,orange,99,61,"A orange coloured, XL sized, Cropped Trousers",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2545,511,681,113,3,339,Jacket,Parka,S,green,119,62,"A green coloured, S sized, Parka Jacket",282,43667,2021-08-22,2021-09-12,21.0,fulan 282,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults
2546,512,818,117,3,351,Jacket,Shearling,L,yellow,95,58,"A yellow coloured, L sized, Shearling Jacket",223,21235,2021-10-13,2021-11-05,23.0,fulan 223,Prefer not to say,51,028 Elijah TrailApt. 268,573,Lake Owen,South Australia,Australia,Active,Adults
2547,512,589,100,2,200,Jacket,Bomber,XL,indigo,90,50,"A indigo coloured, XL sized, Bomber Jacket",223,21235,2021-10-13,2021-11-05,23.0,fulan 223,Prefer not to say,51,028 Elijah TrailApt. 268,573,Lake Owen,South Australia,Australia,Active,Adults
2548,513,843,113,2,226,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",950,49647,2021-05-24,2021-06-04,11.0,fulan 950,Male,43,3414 Mia MallApt. 446,3051,Bergefort,Victoria,Australia,Active,Adults
2549,513,1054,93,1,93,Trousers,Joggers,XL,red,94,58,"A red coloured, XL sized, Joggers Trousers",950,49647,2021-05-24,2021-06-04,11.0,fulan 950,Male,43,3414 Mia MallApt. 446,3051,Bergefort,Victoria,Australia,Active,Adults
2550,514,239,106,1,106,Shirt,Chambray,XL,indigo,105,61,"A indigo coloured, XL sized, Chambray Shirt",740,13918,2021-07-12,2021-07-22,10.0,fulan 740,Prefer not to say,73,7490 Lily WaySuite 419,531,Port Molly,Tasmania,Australia,Active,Seniors
